From_Date, region_id, region_name, Company_Id, Company_Name, profitcenter_id, Profitcenter_Name, usr_Id, Level, STATUS, Total Sales, Credit App#, Sales$-Fin, Avg Ticket Sale, BEDDING SALES, Protection SALES, DELIVERY SALES, Drop Ship Ticket, UPS, Postive Sales, Actual_PrevYear, LastYearSales, Traffic Count, Traffic Count PrevYear, Sales YOY, Gross Margin, Effective Margin, $ Discount, Apps to Traffic, SPG, Sales Count, Avg Item Count, Finance Avg Ticket, Non Fin Avg Ticket, UPS Closing Rate, Traffic YOY
05/03/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,4347.84,2.00,4707.83,2854.60,658.98,NULL,NULL,NULL,NULL,4707.83,2.00,NULL,13.00,8.00,NULL,49.04,46.71,1400.91,15.38,334.45,4.00,4.50,1176.96,0.00,0.00,62.50
05/04/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,9806.92,0.00,9146.97,4843.47,9026.98,NULL,NULL,NULL,NULL,10056.91,6.00,NULL,6.00,16.00,NULL,55.44,55.44,1404.95,0.00,1634.49,2.00,7.00,8467.98,659.95,0.00,-62.50
05/05/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,1939.94,1.00,0.00,1669.96,0.00,NULL,NULL,NULL,NULL,1939.94,0.00,NULL,10.00,4.00,NULL,67.71,67.71,259.97,10.00,193.99,2.00,2.50,0.00,969.97,0.00,150.00
05/06/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,25484.90,3.00,24912.75,12283.54,8452.97,NULL,NULL,NULL,NULL,30411.72,2.00,NULL,7.00,10.00,NULL,61.12,60.98,2969.12,42.86,3640.70,4.00,5.50,5868.19,1139.98,0.00,-30.00
05/07/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,11040.61,4.00,6587.82,6548.28,4756.97,NULL,NULL,NULL,NULL,11367.69,0.00,NULL,8.00,6.00,NULL,64.96,59.05,347.04,50.00,1380.08,5.00,5.00,1646.96,1194.97,0.00,33.33
05/08/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,579.99,1.00,0.00,579.99,0.00,NULL,NULL,NULL,NULL,579.99,1.00,NULL,10.00,9.00,NULL,49.36,49.36,0.00,10.00,58.00,1.00,1.00,0.00,579.99,0.00,11.11
05/09/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,4529.71,4.00,4379.72,2269.86,0.00,NULL,NULL,NULL,NULL,4529.71,3.00,NULL,8.00,12.00,NULL,61.20,59.19,540.14,50.00,566.21,3.00,3.00,1509.90,0.00,0.00,-33.33
05/10/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,9733.73,2.00,3674.86,6286.84,1808.99,NULL,NULL,NULL,NULL,9323.77,3.00,NULL,18.00,9.00,NULL,62.03,60.95,843.71,11.11,540.76,5.00,2.60,734.97,2824.46,0.00,100.00
05/11/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,9539.82,2.00,5109.92,6899.89,0.00,NULL,NULL,NULL,NULL,9539.82,3.00,NULL,9.00,14.00,NULL,57.95,55.73,1929.98,22.22,1059.98,4.00,3.00,1862.46,2089.98,0.00,-35.71
05/12/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,189.00,1.00,0.00,69.01,1728.99,NULL,NULL,NULL,NULL,2498.92,2.00,NULL,8.00,6.00,NULL,-143.82,-124.46,300.00,12.50,23.63,2.00,3.00,0.00,832.97,0.00,33.33
05/13/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,-26630.79,1.00,3528.09,-14175.06,-12105.79,NULL,NULL,NULL,NULL,5728.00,2.50,NULL,7.00,6.00,NULL,62.67,51.10,249.80,14.29,-3804.40,6.00,-2.00,1176.03,411.98,0.00,16.67
05/14/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,7723.87,1.00,0.00,7173.88,2218.99,NULL,NULL,NULL,NULL,7723.87,2.00,NULL,2.00,8.00,NULL,57.97,55.13,825.00,50.00,3861.94,1.00,12.00,7723.87,0.00,0.00,-75.00
05/15/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,1430.91,0.00,0.00,1640.57,0.00,NULL,NULL,NULL,NULL,1530.90,3.00,NULL,9.00,11.00,NULL,61.48,61.48,9.00,0.00,158.99,2.00,5.00,0.00,765.45,0.00,-18.18
05/16/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,18232.88,1.00,2368.92,16623.43,16172.95,NULL,NULL,NULL,NULL,18232.88,0.00,NULL,7.00,10.00,NULL,54.09,53.76,2553.78,14.29,2604.70,4.00,3.75,789.64,5287.99,0.00,-30.00
05/17/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,10621.70,7.00,3614.87,3972.22,3336.98,NULL,NULL,NULL,NULL,10816.69,0.00,NULL,24.00,11.00,NULL,62.72,62.43,695.04,29.17,442.57,6.00,2.67,1211.14,1133.29,0.00,118.18
05/18/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,3459.84,2.00,1839.91,2109.92,0.00,NULL,NULL,NULL,NULL,3459.84,1.00,NULL,7.00,17.00,NULL,64.92,63.29,210.00,28.57,494.26,3.00,4.00,919.96,809.97,0.00,-58.82
05/19/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,7342.85,0.00,1623.99,3346.45,259.00,NULL,NULL,NULL,NULL,7342.85,1.00,NULL,11.00,9.00,NULL,47.65,46.97,3105.86,0.00,667.53,4.00,5.25,703.48,2264.46,0.00,22.22
05/20/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,7829.86,2.00,0.00,7279.87,0.00,NULL,NULL,NULL,NULL,7609.87,1.00,NULL,7.00,8.00,NULL,61.30,52.63,1539.90,28.57,1118.55,2.00,8.50,3804.94,0.00,0.00,-12.50
05/21/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,8407.81,4.00,5776.77,2898.12,1107.05,NULL,NULL,NULL,NULL,8607.78,2.00,NULL,9.00,11.00,NULL,54.37,51.24,1617.76,44.44,934.20,5.00,3.60,1349.21,564.32,0.00,-18.18
05/22/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,6226.15,3.00,5329.85,3096.62,1348.27,NULL,NULL,NULL,NULL,5719.11,2.00,NULL,10.00,4.00,NULL,39.36,35.91,4602.42,30.00,622.62,4.00,5.75,1332.46,194.63,0.00,150.00
05/23/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,18359.69,2.00,4844.92,6824.40,2578.99,NULL,NULL,NULL,NULL,18269.69,2.00,NULL,13.00,9.00,NULL,58.25,56.51,3078.89,15.38,1412.28,8.00,3.38,692.13,2237.46,0.00,44.44
05/24/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,7703.62,2.00,4904.73,4284.25,0.00,NULL,NULL,NULL,NULL,7403.62,3.00,NULL,15.00,15.00,NULL,57.16,55.23,1785.79,13.33,513.57,4.00,5.25,1534.91,1399.45,0.00,0.00
05/25/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,33640.32,3.00,27081.55,17135.62,3939.09,NULL,NULL,NULL,NULL,27289.03,3.00,NULL,16.00,27.00,NULL,57.37,56.24,5505.43,18.75,2102.52,9.00,6.78,2591.28,1311.75,0.00,-40.74
05/26/2025,1,West,2,Tallahassee,2,Thomasville,NULL,1,W,31906.55,4.00,15168.46,5407.68,7846.62,NULL,NULL,NULL,NULL,32847.55,0.00,NULL,25.00,4.00,NULL,55.79,54.62,7195.03,16.00,1276.26,17.00,3.71,1514.82,1420.67,0.00,525.00
05/17/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,23687.49,5.00,13943.71,14850.62,299.99,NULL,NULL,NULL,NULL,19922.54,1.00,NULL,45.00,12.00,NULL,62.75,61.22,2160.85,11.11,526.39,11.00,3.55,1991.96,1004.80,0.00,275.00
05/18/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,9114.01,2.00,3425.29,5729.66,1298.99,NULL,NULL,NULL,NULL,9364.01,11.80,NULL,23.00,34.00,NULL,60.45,59.36,1094.57,8.70,396.26,5.00,3.60,2248.34,1309.49,0.00,-32.35
05/19/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,13710.92,4.00,13374.27,4014.79,6651.05,NULL,NULL,NULL,NULL,20454.63,1.00,NULL,17.00,21.00,NULL,57.99,52.61,3202.92,23.53,806.52,10.00,2.60,2674.85,1485.11,0.00,-19.05
05/20/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,9011.83,3.00,8811.84,6901.87,199.99,NULL,NULL,NULL,NULL,9011.83,6.00,NULL,11.00,17.00,NULL,55.89,51.92,1866.86,27.27,819.26,4.00,4.75,2937.28,199.99,0.00,-35.29
05/21/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,0.00,1.00,0.00,0.00,0.00,NULL,NULL,NULL,NULL,0.00,4.00,NULL,11.00,11.00,NULL,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05/22/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,16956.83,3.00,9447.92,7444.77,8947.97,NULL,NULL,NULL,NULL,12447.87,1.00,NULL,12.00,15.00,NULL,59.69,58.49,2468.96,25.00,1413.07,6.00,2.50,1821.99,1041.98,0.00,-20.00
05/23/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,29489.53,11.00,27258.84,3811.77,7402.38,NULL,NULL,NULL,NULL,32973.50,5.50,NULL,28.00,10.00,NULL,53.43,50.65,6860.38,39.29,1053.20,17.00,3.71,1585.71,1267.02,0.00,180.00
05/24/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,31090.11,3.00,22960.22,9839.13,1087.15,NULL,NULL,NULL,NULL,31880.09,2.00,NULL,48.00,19.00,NULL,57.50,55.83,4826.96,6.25,647.71,16.00,4.19,1913.35,1633.49,0.00,152.63
05/25/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,29432.48,5.00,8974.81,8265.11,1703.15,NULL,NULL,NULL,NULL,31661.49,7.00,NULL,36.00,32.00,NULL,58.95,57.31,4813.89,13.89,817.57,16.00,2.69,815.89,1745.13,0.00,12.50
05/26/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,65102.19,8.00,44132.69,17528.21,13308.73,NULL,NULL,NULL,NULL,64715.71,9.00,NULL,41.00,33.00,NULL,59.17,56.41,6174.98,19.51,1587.86,25.00,4.28,2152.65,1625.83,0.00,24.24
05/27/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,6279.34,0.00,2049.96,4823.92,0.00,NULL,NULL,NULL,NULL,6407.84,9.00,NULL,9.00,45.00,NULL,51.75,50.98,2061.88,0.00,697.70,4.00,3.75,1024.98,1452.63,0.00,-80.00
05/28/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,11790.62,4.00,12170.76,8881.22,989.10,NULL,NULL,NULL,NULL,11358.83,8.00,NULL,14.00,15.00,NULL,54.75,50.37,1597.92,28.57,842.19,5.00,4.60,3732.95,86.66,0.00,-6.67
05/29/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,1290.00,1.00,5569.87,1090.00,0.00,NULL,NULL,NULL,NULL,1619.98,2.00,NULL,12.00,13.00,NULL,11.97,13.04,1450.00,8.33,107.50,1.00,3.00,1549.99,35.00,0.00,-7.69
05/30/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,6127.81,2.00,8947.74,6022.48,398.00,NULL,NULL,NULL,NULL,8137.75,5.00,NULL,19.00,9.00,NULL,83.53,83.33,1230.00,10.53,322.52,6.00,2.50,4927.86,399.98,0.00,111.11
05/31/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,10798.35,1.00,5312.43,11285.69,971.11,NULL,NULL,NULL,NULL,11328.35,2.00,NULL,37.00,18.00,NULL,64.61,63.15,1590.42,2.70,291.85,7.00,2.00,1062.49,1151.18,0.00,105.56
06/01/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,29820.49,5.00,19441.72,18325.22,6523.96,NULL,NULL,NULL,NULL,28093.52,6.25,NULL,31.00,32.00,NULL,58.83,55.54,5729.93,16.13,961.95,7.00,6.86,3330.78,2702.95,0.00,-3.13
06/02/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,1659.91,1.00,1339.95,2219.92,300.00,NULL,NULL,NULL,NULL,7016.85,10.00,NULL,16.00,22.00,NULL,56.45,54.55,1109.97,6.25,103.74,5.00,0.60,686.73,2134.97,0.00,-27.27
06/03/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,1259.96,0.00,0.00,1109.97,0.00,NULL,NULL,NULL,NULL,1259.96,1.00,NULL,15.00,23.00,NULL,-53.33,-50.09,89.99,0.00,84.00,2.00,1.00,0.00,629.98,0.00,-34.78
06/04/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,11632.61,1.00,2203.44,3520.89,0.00,NULL,NULL,NULL,NULL,10822.64,3.00,NULL,14.00,12.00,NULL,58.22,57.69,1375.85,7.14,830.90,6.00,4.83,734.48,1723.84,0.00,16.67
06/05/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,7127.87,2.00,6068.90,3738.44,0.00,NULL,NULL,NULL,NULL,7167.87,0.00,NULL,16.00,15.00,NULL,58.01,51.67,1180.96,12.50,445.49,5.00,3.80,0.00,366.32,0.00,6.67
06/06/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,10152.75,1.00,3378.96,3992.59,438.99,NULL,NULL,NULL,NULL,10040.23,5.00,NULL,20.00,17.00,NULL,57.17,56.25,579.70,5.00,507.64,6.00,4.33,844.73,1665.33,0.00,17.65
06/07/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,13692.65,2.00,264.99,5046.23,2172.99,NULL,NULL,NULL,NULL,16357.49,5.00,NULL,30.00,13.00,NULL,64.09,62.08,2618.99,6.67,456.42,7.00,3.29,2857.40,965.58,0.00,130.77
06/08/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,15731.33,5.00,11399.87,9736.44,1965.20,NULL,NULL,NULL,NULL,15558.79,5.00,NULL,27.00,21.00,NULL,60.14,58.54,3449.51,18.52,582.64,8.00,4.25,2269.97,701.49,0.00,28.57
06/09/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,5139.87,1.00,2569.93,4609.90,-567.21,NULL,NULL,NULL,NULL,5239.86,5.00,NULL,14.00,20.00,NULL,58.89,57.37,3193.54,7.14,367.13,4.00,2.25,1284.97,1334.97,0.00,-30.00
06/10/2025,2,East,3,Greensboro,3,Burlington,NULL,1,W,12264.42,1.00,6905.59,16784.36,0.00,NULL,NULL,NULL,NULL,12504.41,4.00,NULL,12.00,10.00,NULL,46.97,45.47,6370.21,8.33,1022.04,4.00,7.50,2301.84,2799.45,0.00,20.00
05/01/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,12595.75,3.00,11105.82,5997.89,9675.95,NULL,NULL,NULL,NULL,12595.75,0.00,NULL,12.00,8.00,NULL,57.16,49.25,1559.97,25.00,1049.65,4.00,3.50,3701.94,744.97,0.00,50.00
05/02/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,18473.75,4.00,12932.86,7509.11,4403.96,NULL,NULL,NULL,NULL,18673.40,0.00,NULL,21.00,10.00,NULL,59.79,54.64,2570.87,19.05,879.70,10.00,4.60,1924.19,1093.29,0.00,110.00
05/03/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,14705.45,10.00,11857.51,8559.77,3485.99,NULL,NULL,NULL,NULL,14705.45,1.00,NULL,33.00,4.00,NULL,61.39,58.76,1877.40,30.30,445.62,8.00,3.50,2964.38,949.31,0.00,725.00
05/04/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,14281.87,3.00,13981.88,13671.86,5241.98,NULL,NULL,NULL,NULL,14281.87,3.00,NULL,16.00,22.00,NULL,59.75,51.44,869.92,18.75,892.62,3.00,7.00,13981.88,299.99,0.00,-27.27
05/05/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,11670.58,6.00,10769.72,4733.53,0.00,NULL,NULL,NULL,NULL,10979.06,0.00,NULL,16.00,12.00,NULL,65.49,60.53,498.01,37.50,729.41,6.00,2.67,2472.27,544.99,0.00,33.33
05/06/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,12024.84,2.00,10284.90,7512.87,789.00,NULL,NULL,NULL,NULL,12824.83,3.00,NULL,11.00,6.00,NULL,53.60,50.06,2888.62,18.18,1093.17,7.00,5.57,4848.40,782.01,0.00,83.33
05/07/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,5179.07,0.00,0.00,4749.08,0.00,NULL,NULL,NULL,NULL,5799.73,0.00,NULL,6.00,7.00,NULL,62.39,63.20,100.14,0.00,863.18,1.00,8.00,0.00,5799.73,0.00,-14.29
05/08/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,2858.95,2.00,3058.94,1254.49,0.00,NULL,NULL,NULL,NULL,3058.94,0.00,NULL,14.00,9.00,NULL,47.78,45.03,760.82,14.29,204.21,2.00,5.50,1529.47,0.00,0.00,55.56
05/09/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,16173.85,4.00,17253.84,10819.93,8147.96,NULL,NULL,NULL,NULL,17253.84,0.00,NULL,15.00,5.00,NULL,62.20,55.82,1613.80,26.67,1078.26,4.00,7.00,4313.46,0.00,0.00,200.00
05/10/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,24888.59,5.00,26825.58,9532.68,6463.97,NULL,NULL,NULL,NULL,24089.59,6.00,NULL,27.00,8.00,NULL,62.17,56.11,2304.79,18.52,921.80,8.00,5.00,2838.83,689.48,0.00,237.50
05/11/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,7383.83,1.00,8712.86,8022.83,1209.00,NULL,NULL,NULL,NULL,7812.85,2.00,NULL,11.00,23.00,NULL,65.12,59.15,455.01,9.09,671.26,2.00,7.50,2644.28,-119.99,0.00,-52.17
05/12/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,60.98,1.00,930.98,-34.51,189.99,NULL,NULL,NULL,NULL,3440.74,1.00,NULL,10.00,10.00,NULL,-102.76,-58.69,49.00,10.00,6.10,2.00,1.50,930.98,439.98,0.00,0.00
05/13/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,2298.92,1.00,498.99,2018.94,0.00,NULL,NULL,NULL,NULL,2298.92,2.00,NULL,9.00,7.00,NULL,54.96,54.57,640.99,11.11,255.44,2.00,2.00,498.99,899.97,0.00,28.57
05/14/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,16398.76,6.00,13059.80,11632.89,0.00,NULL,NULL,NULL,NULL,16588.75,1.00,NULL,11.00,7.00,NULL,65.84,60.61,240.95,54.55,1490.80,5.00,3.60,4353.27,1764.48,0.00,57.14
05/15/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,3418.86,5.00,2548.89,1492.29,678.99,NULL,NULL,NULL,NULL,3418.86,0.00,NULL,11.00,8.00,NULL,62.04,61.14,380.02,45.45,310.81,4.00,1.75,849.63,434.99,0.00,37.50
05/16/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,-1359.99,1.00,204.99,-1180.00,0.00,NULL,NULL,NULL,NULL,439.97,0.00,NULL,11.00,8.00,NULL,-2.37,-6.08,74.97,9.09,-123.64,2.00,2.00,0.00,234.98,0.00,37.50
05/17/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,24027.21,5.00,24734.13,12514.99,5972.98,NULL,NULL,NULL,NULL,20528.20,4.00,NULL,34.00,7.00,NULL,59.21,53.67,3650.19,14.71,706.68,12.00,3.25,2593.61,593.23,0.00,385.71
05/18/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,4288.93,2.00,3049.96,3254.47,0.00,NULL,NULL,NULL,NULL,4288.93,3.00,NULL,11.00,11.00,NULL,47.85,43.17,1960.95,18.18,389.90,3.00,2.67,1524.98,1238.97,0.00,0.00
05/19/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,19612.62,5.00,12188.79,5312.07,1925.95,NULL,NULL,NULL,NULL,23761.61,0.00,NULL,18.00,7.00,NULL,63.47,59.06,-689.22,27.78,1089.59,9.00,3.33,2056.46,2205.96,0.00,157.14
05/20/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,7356.25,1.00,6958.26,4280.63,2677.99,NULL,NULL,NULL,NULL,7976.25,0.00,NULL,12.00,11.00,NULL,55.06,46.63,1671.55,8.33,613.02,4.00,3.50,2269.42,633.99,0.00,9.09
05/21/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,6857.85,3.00,5108.87,3102.20,3067.97,NULL,NULL,NULL,NULL,6857.85,2.00,NULL,12.00,5.00,NULL,54.08,52.04,968.99,25.00,571.49,5.00,1.60,1277.22,874.49,0.00,140.00
05/22/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,6099.88,4.00,5739.92,1833.30,0.00,NULL,NULL,NULL,NULL,6099.88,0.00,NULL,13.00,8.00,NULL,60.62,55.79,999.95,30.77,469.22,3.00,4.33,2869.96,359.96,0.00,62.50
05/23/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,19789.26,6.00,17624.07,1984.32,-100.02,NULL,NULL,NULL,NULL,24035.76,0.00,NULL,30.00,9.00,NULL,59.22,58.01,2398.02,20.00,659.64,14.00,3.14,1967.67,1054.45,0.00,233.33
05/24/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,59206.59,17.00,52222.71,12629.11,7498.94,NULL,NULL,NULL,NULL,56738.29,2.00,NULL,42.00,11.00,NULL,57.15,53.78,10772.07,40.48,1409.68,23.00,5.22,2233.03,768.38,0.00,281.82
05/25/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,23006.61,8.00,20557.65,10006.76,2211.50,NULL,NULL,NULL,NULL,22871.63,4.00,NULL,15.00,18.00,NULL,57.87,55.77,4753.82,53.33,1533.77,10.00,4.40,2808.24,633.49,0.00,-16.67
05/26/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,20211.64,7.00,13134.38,6200.28,994.65,NULL,NULL,NULL,NULL,20364.14,0.00,NULL,31.00,10.00,NULL,62.47,61.17,3844.24,22.58,651.99,11.00,4.00,1304.94,1828.69,0.00,210.00
05/27/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,18127.78,2.00,14922.87,17707.79,13372.99,NULL,NULL,NULL,NULL,16327.84,3.00,NULL,12.00,26.00,NULL,56.11,48.54,1829.76,16.67,1510.65,2.00,8.00,14822.88,501.65,0.00,-53.85
05/28/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,4329.82,3.00,4329.82,3849.84,0.00,NULL,NULL,NULL,NULL,4329.82,1.00,NULL,14.00,12.00,NULL,64.31,56.64,559.98,21.43,309.27,2.00,4.00,2164.91,0.00,0.00,16.67
05/29/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,6146.29,1.00,450.00,2038.21,1618.99,NULL,NULL,NULL,NULL,8846.20,0.00,NULL,11.00,8.00,NULL,64.59,64.59,981.60,9.09,558.75,5.00,2.20,0.00,1986.56,0.00,37.50
05/30/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,19699.41,4.00,21449.37,6079.75,0.00,NULL,NULL,NULL,NULL,19699.41,0.00,NULL,14.00,6.00,NULL,64.16,59.09,1160.12,28.57,1407.10,5.00,6.60,3939.88,0.00,0.00,133.33
05/31/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,14431.87,4.00,10287.96,4032.40,3848.17,NULL,NULL,NULL,NULL,12850.94,0.00,NULL,26.00,10.00,NULL,57.80,54.33,2151.70,15.38,555.07,8.00,2.63,1068.18,1288.37,0.00,160.00
06/01/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,9840.80,3.00,10210.81,7580.85,0.00,NULL,NULL,NULL,NULL,10440.80,3.00,NULL,15.00,14.00,NULL,66.71,67.65,1413.81,20.00,656.05,4.00,6.25,3403.60,229.99,0.00,7.14
06/02/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,2949.83,1.00,379.96,1459.93,0.00,NULL,NULL,NULL,NULL,2949.83,1.00,NULL,16.00,7.00,NULL,62.83,62.60,70.00,6.25,184.36,3.00,2.33,379.96,1284.94,0.00,128.57
06/03/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,9058.84,3.00,8698.86,5545.59,1999.00,NULL,NULL,NULL,NULL,9058.84,3.00,NULL,14.00,7.00,NULL,61.90,55.80,1029.97,21.43,647.06,4.00,2.75,2899.62,179.99,0.00,100.00
06/04/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,9828.82,1.00,7978.86,4754.41,2708.97,NULL,NULL,NULL,NULL,10178.82,2.00,NULL,17.00,7.00,NULL,62.11,58.86,878.99,5.88,578.17,5.00,3.00,2659.62,1099.98,0.00,142.86
06/05/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,3527.87,2.00,2008.96,2288.93,0.00,NULL,NULL,NULL,NULL,3527.87,0.00,NULL,17.00,9.00,NULL,60.91,56.76,750.96,11.76,207.52,4.00,2.00,1004.48,759.46,0.00,88.89
06/06/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,4243.30,2.00,2773.35,3803.33,0.00,NULL,NULL,NULL,NULL,4243.30,0.00,NULL,12.00,5.00,NULL,61.61,60.46,691.45,16.67,353.61,3.00,3.33,924.45,734.98,0.00,140.00
06/07/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,26755.93,8.00,19818.89,13557.24,5367.00,NULL,NULL,NULL,NULL,29535.82,1.00,NULL,22.00,7.00,NULL,56.16,53.62,5090.47,36.36,1216.18,9.00,5.22,3303.15,2429.23,0.00,214.29
06/08/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,1999.00,5.00,1999.00,1999.00,1999.00,NULL,NULL,NULL,NULL,1999.00,0.00,NULL,11.00,16.00,NULL,50.03,50.03,0.00,45.45,181.73,1.00,1.00,0.00,0.00,0.00,-31.25
06/09/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,7249.80,2.00,2339.96,6429.84,0.00,NULL,NULL,NULL,NULL,7249.80,4.00,NULL,14.00,13.00,NULL,63.97,59.73,600.00,14.29,517.84,4.00,2.75,1959.94,0.00,0.00,7.69
06/10/2025,2,East,3,Greensboro,4,Danville,NULL,1,W,5238.92,0.00,0.00,2694.47,220.00,NULL,NULL,NULL,NULL,5388.91,1.00,NULL,9.00,7.00,NULL,47.45,47.53,1590.72,0.00,582.10,3.00,5.67,0.00,2584.46,0.00,28.57
05/01/2025,2,East,3,Greensboro,51,Greensboro Outlet,NULL,1,W,5476.81,1.00,2757.97,1585.62,1358.99,NULL,NULL,NULL,NULL,6256.80,1.25,NULL,23.00,17.00,NULL,34.11,34.43,3301.90,4.35,238.12,6.00,2.83,2957.97,824.71,0.00,35.29
05/02/2025,2,East,3,Greensboro,51,Greensboro Outlet,NULL,1,W,3447.43,1.00,3099.92,2423.71,0.00,NULL,NULL,NULL,NULL,3447.43,0.00,NULL,30.00,18.00,NULL,38.61,34.20,1672.35,3.33,114.91,4.00,3.25,774.98,474.37,0.00,66.67
05/03/2025,2,East,3,Greensboro,51,Greensboro Outlet,NULL,1,W,37035.26,10.00,17593.04,8368.01,7057.54,NULL,NULL,NULL,NULL,40226.70,0.00,NULL,155.00,20.00,NULL,42.05,41.38,18798.29,6.45,238.94,29.25,4.10,1283.66,1179.22,0.00,675.00
05/04/2025,2,East,3,Greensboro,51,Greensboro Outlet,NULL,1,W,4680.84,2.00,799.96,4210.87,0.00,NULL,NULL,NULL,NULL,4680.84,2.00,NULL,44.00,57.00,NULL,57.58,57.58,588.97,4.55,106.38,4.00,2.25,266.65,1293.63,0.00,-22.81
